case_id,accepted,first_withdrawal_amount,monthly_cost,payback_period,requested_amount,offered_amount,credit_score,offer_amt_less_than_requested,chased
Application_429009123,1,7000,100.48,87,7000,7000,933,0,0
Application_429025921,0,15000,340.8,48,15000,15000,0,0,0
Application_429161933,0,30000,305.47,120,30000,30000,952,0,1
Application_429246936,1,12000,200.91,69,12000,12000,886,0,1
Application_429480937,1,0,200,57,10000,10000,987,0,0
Application_429482627,1,18000,184.94,120,18000,18000,923,0,0
Application_429717000,1,44900,469.62,120,44900,44900,962,0,0
Application_430030338,1,5000,125.07,45,5000,5000,993,0,0
Application_430144035,1,9453.55,180.23,100,15000,14400,0,1,0
Application_430293509,1,6500,234.79,30,6500,6500,965,0,0
Application_430467161,1,5000,97.4,60,5000,5000,1021,0,0
Application_430577010,1,5000,100,58,5000,5000,1012,0,0
Application_430902047,0,0,250,22,5000,5000,1078,0,0
Application_430928640,0,6000,226.9,60,15000,12000,0,1,0
Application_430964987,1,10000,108.81,120,10000,10000,844,0,0
Application_431307591,1,0,278.38,60,15000,15000,884,0,0
Application_431890971,0,0,200,89,15000,15000,0,0,0
Application_431938227,1,3656,200.6,89,0,15000,868,0,0
Application_43195645,1,12100,228.79,60,12100,12100,911,0,0
Application_432451384,1,7000,99.58,88,7000,7000,986,0,0
Application_432629019,1,15000,344.04,48,15000,15000,752,0,0
Application_432952688,1,20000,315.77,72,16000,20000,951,0,0
Application_432999385,1,2746.29,254.56,120,25000,25000,918,0,0
Application_433006296,0,15000,240.14,72,15000,15000,0,0,0
Application_433404502,1,10000,302.21,36,10000,10000,1002,0,0
Application_433430687,1,5000,97.4,60,5000,5000,943,0,0
Application_433661565,1,0,350,126,35000,35000,0,0,1
Application_433674964,1,5000,241.28,22,5000,5000,1067,0,0
Application_433848400,1,0,100,58,5000,5000,727,0,0
Application_43387509,0,11500,219.96,60,11500,11500,683,0,0
Application_434032773,1,1437.23,449.01,103,38000,38000,906,0,0
Application_434062027,1,0,100,58,5000,5000,870,0,0
Application_434158019,1,10000,173.94,67,10000,10000,968,0,0
Application_434255573,1,0,100,58,5000,5000,0,0,0
Application_434425922,1,0,195,127,0,19500,0,0,0
Application_434894699,1,6000,141.78,48,6000,6000,986,0,0
Application_434982465,1,7905,278.38,60,15000,15000,0,0,0
Application_435301208,0,0,275,40,10000,10000,1016,0,0
Application_435518705,1,2954,407.29,120,40000,40000,850,0,0
Application_435587064,1,10000,300.07,36,10000,10000,1093,0,0
Application_435700999,1,722,189.08,60,10000,10000,887,0,0
Application_435802321,1,5000,97.4,60,5000,5000,928,0,0
Application_436204244,1,16000,296.93,60,16000,16000,956,0,0
Application_436634056,0,0,600,46,25000,25000,0,0,0
Application_436649857,1,1621.1,143.72,120,17500,13500,858,1,0
Application_436762550,1,5000,222.31,24,5000,5000,1102,0,0
Application_437141322,1,5500,107.14,60,5500,5500,835,0,0
Application_437336415,1,19704.55,274.92,120,27000,27000,905,0,0
Application_437492472,1,5000,118.15,48,5000,5000,946,0,0
Application_438021662,1,0,120,106,7000,10000,0,0,0
Application_43813762,1,5000,118.08,84,0,8000,0,0,0
Application_438352016,1,1361.4,345.59,65,20000,20000,988,0,0
Application_438468691,1,0,150,127,15000,15000,1013,0,0
Application_438549352,1,0,199.29,97,16000,16000,822,0,0
Application_438668071,1,5728,502.13,61,0,27200,899,0,0
Application_438711887,1,5200,58.55,120,5250,5200,0,1,1
Application_438919132,0,10333,407.29,120,0,40000,0,0,0
Application_439060282,1,25000,397.39,71,25000,25000,815,0,0
Application_439170487,1,12053,278.38,60,0,15000,921,0,0
Application_440498116,1,10000,232.82,48,10000,10000,912,0,0
Application_440695787,1,5000,69.89,90,5000,5000,904,0,0
Application_44077144,1,10000,500,56,25000,25000,977,0,0
Application_440784398,0,7500,229.23,36,7500,7500,660,0,0
Application_440813334,1,5000,199.14,27,5000,5000,715,0,0
Application_441224195,1,7402,207.99,60,11000,11000,963,0,0
Application_441316177,1,10161,301.4,75,19500,19500,0,0,0
Application_441671410,1,2931,278.38,60,0,15000,815,0,0
Application_441988653,1,10000,439.07,24,10000,10000,956,0,0
Application_442799052,0,35000,407.29,120,40000,40000,0,0,0
Application_442831670,1,15000,154.11,120,15000,15000,1013,0,0
Application_44287829,1,0,150,100,12000,12000,794,0,0
Application_442893951,1,5000,150,127,15000,15000,0,0,0
Application_443644223,0,0,210,127,20500,21000,0,0,0
Application_444110212,1,5000,149.07,37,5000,5000,952,0,0
Application_444139032,0,10000,450,64,25500,25500,762,0,0
Application_444499102,1,303,400.64,108,36100,36100,835,0,0
Application_44450160,0,1486,100.33,72,6000,6000,758,0,0
Application_445451577,1,40000,407.29,120,40000,40000,925,0,0
Application_445985181,1,10000,200,57,10000,10000,964,0,0
Application_446043733,1,5000,76.74,80,5000,5000,748,0,0
Application_446054891,1,0,100,58,5000,5000,1089,0,0
Application_44711236,0,82,464.39,120,44400,44400,989,0,0
Application_447126113,1,1329.2,99.37,180,0,12500,821,0,1
Application_44719289,1,6000,216.72,30,6000,6000,1030,0,0
Application_447520078,1,10000,300,91,25000,23000,998,1,0
Application_447781816,0,0,150,127,15000,15000,0,0,0
Application_44827837,0,8500,247.38,38,8500,8500,0,0,0
Application_44859446,1,0,250,126,0,25000,0,0,0
Application_448674532,1,1000,400,56,20000,20000,0,0,0
Application_448703047,1,136,367.86,49,16273,16500,872,0,0
Application_448705950,1,1513.1,173.94,67,0,10000,997,0,0
Application_44899860,0,0,153.62,105,13000,13000,890,0,1
Application_449037708,1,0,150,127,15000,15000,1036,0,0
Application_449313592,1,5000,97.4,60,5000,5000,973,0,0
Application_449589279,1,10000,150.8,78,10000,10000,0,0,0
Application_449631390,1,6698,278.99,100,23400,23400,897,0,1
Application_449689867,1,8000,90.08,120,8000,8000,1016,0,0
Application_450087019,1,20869,305.47,120,30000,30000,949,0,0
Application_45008758,1,0,60,138,6000,6000,775,0,0
Application_450250534,1,10000,106.46,120,10000,10000,890,0,0
Application_45092093,1,5000,118.15,48,5000,5000,912,0,0
Application_451341004,1,1000,50,138,5000,5000,895,0,0
Application_451653094,0,17500,179.8,120,17500,17500,810,0,0
Application_451705677,1,10000,200,127,20000,20000,796,0,0
Application_45273294,1,7500,146.09,60,7500,7500,835,0,0
Application_452817189,0,1000,200,127,0,20000,808,0,0
Application_452860410,0,2879.68,115.1,80,0,7500,0,0,0
Application_452976509,1,13668.54,261.48,120,25000,25000,775,0,0
Application_453337956,1,15000,278.38,60,15000,15000,850,0,0
Application_453427590,1,37671,458.2,120,45000,45000,948,0,0
Application_453521125,1,7000,800,56,0,40000,0,0,0
Application_453710763,0,5000,152.82,36,5000,5000,636,0,0
Application_453755052,0,5000,119.23,120,5000,11200,865,0,0
Application_453847467,1,28000,301.58,112,28000,28000,0,0,0
Application_454171733,1,5000,149.07,37,5000,5000,0,0,0
Application_45422146,1,12000,120,134,0,12000,964,0,0
Application_454240699,1,2000,200,127,20000,20000,0,0,0
Application_454300514,1,7000,117.05,72,7000,7000,995,0,0
Application_454557784,1,8000,375,60,20000,20000,0,0,0
Application_454914361,1,2936.5,149.25,54,7000,7000,812,0,0
Application_454974388,1,6000,150.09,45,6000,6000,982,0,0
Application_455032552,0,7500,150,58,7500,7500,923,0,1
Application_455042408,1,6500,143.21,52,6500,6500,1033,0,0
Application_455057107,1,15000,174.51,103,15000,15000,0,0,0
Application_455598992,1,11112,340.8,48,15000,15000,979,0,0
Application_455616073,1,0,370.64,95,30000,30000,851,0,0
Application_455642845,0,0,200,33,6000,6000,951,0,0
Application_456129523,0,0,60,138,6000,6000,916,0,0
Application_456148942,1,4658.9,345.59,65,20000,20000,860,0,0
Application_45634864,1,2891,278.38,60,0,15000,799,0,0
Application_456349000,0,0,101.34,120,0,9000,803,0,0
Application_456374234,1,15000,278.38,60,15000,15000,961,0,0
Application_457634247,0,15000,201.08,87,15000,15000,904,0,0
Application_457947056,1,20000,300,126,30000,30000,1001,0,0
Application_458203569,1,1419,238.96,27,6000,6000,767,0,1
Application_458368971,1,10000,230.66,48,10000,10000,839,0,1
Application_458466611,1,12039,399.13,72,25000,25000,755,0,0
Application_45877425,1,4910,305.47,120,30000,30000,0,0,0
Application_459013880,1,5000,56.3,120,5000,5000,835,0,0
Application_459492793,1,10000,316.41,34,10000,10000,1030,0,0
Application_459517208,1,13400,256.3,60,13350,13400,1020,0,0
Application_459624437,1,0,500,126,50000,50000,0,0,0
Application_460053472,1,0,500,82,0,35000,892,0,0
Application_460180184,1,22000,231.13,120,22000,22000,866,0,1
Application_460690895,1,30000,313.78,120,30000,30000,1000,0,0
Application_460878658,1,15000,398.78,78,15000,26760,0,0,0
Application_460918643,0,5000,150,37,5000,5000,935,0,0
Application_461107030,1,24000,246.58,120,24000,24000,921,0,0
Application_461148192,1,0,208.82,180,28000,28000,992,0,1
Application_461492498,1,50042,560.02,120,51000,55000,818,0,0
Application_46179621,1,15000,154.11,120,15000,15000,1016,0,0
Application_461817620,0,0,150,37,5000,5000,0,0,0
Application_462197718,1,5000,199.14,27,5000,5000,1030,0,0
Application_462216549,1,1925,254.56,120,25000,25000,988,0,0
Application_462387356,0,12000,127.75,120,12000,12000,851,0,0
Application_462427556,0,6000,141.78,48,11000,6000,0,1,0
Application_462548652,0,5150,483.66,120,0,47500,807,0,0
Application_462696075,1,12500,239.09,60,12500,12500,990,0,0
Application_462747915,0,0,250,126,25000,25000,0,0,0
Application_463787640,1,299,100.25,58,5000,5000,814,0,1
Application_46379480,1,0,400,89,30000,30000,0,0,0
Application_464098432,1,0,447.79,77,30000,30252,867,0,0
Application_464616486,1,15000,344.04,48,15000,15000,970,0,0
Application_464649945,0,8000,189.08,60,10000,10000,1011,0,0
Application_465060650,0,10000,260.39,42,10000,10000,896,0,0
Application_46509889,1,55980.23,610.93,120,60000,60000,983,0,0
Application_465190175,1,8200,350.91,25,0,8200,0,0,0
Application_46542449,0,0,106.46,120,10000,10000,884,0,0
Application_465648761,0,5000,152.82,36,5000,5000,715,0,0
Application_465671025,1,2720,298.31,99,22400,25000,865,0,0
Application_465910768,0,5300,116.87,60,6000,6000,0,0,0
Application_46641543,1,0,750,126,75000,75000,0,0,0
Application_466630778,0,27500,296.19,112,27500,27500,870,0,0
Application_466632212,1,12000,130.57,120,12000,12000,926,0,0
Application_46667346,1,13000,248.65,60,13000,13000,1036,0,0
Application_466958327,1,0,300,101,25000,25000,0,0,0
Application_467003345,1,15000,154.11,120,0,15000,989,0,0
Application_467208011,1,15000,157.59,120,15000,15000,796,0,0
Application_467462527,1,10000,106.46,120,10000,10000,1023,0,0
Application_4677883,0,0,150,80,9900,9900,938,0,0
Application_46821340,0,0,250,96,20000,20000,0,0,0
Application_46825077,1,15000,281.65,60,15000,15000,1067,0,0
Application_468467009,1,17000,202.68,100,17000,17000,835,0,0
Application_468729534,0,35000,1035.23,36,35000,35000,0,0,0
Application_46909223,1,3633,116.87,60,6000,6000,920,0,0
Application_469158302,1,11000,175.48,73,11000,11000,0,0,0
Application_469638847,1,14740,248.89,95,20000,20000,0,0,0
Application_46968866,1,6608,205.07,100,17200,17200,723,0,0
Application_470246220,1,4413,199.14,27,5000,5000,1071,0,0
Application_47029740,1,5000,152.82,36,0,5000,775,0,0
Application_47046051,1,12000,229.53,60,12000,12000,965,0,0
Application_47077345,1,15000,347.44,47,15000,15000,901,0,0
Application_470835265,0,0,250,60,13000,13000,0,0,0
Application_471295480,1,15000,278.38,60,15000,15000,1022,0,0
Application_471484016,0,15000,255.7,66,15000,15000,708,0,0
Application_47153240,0,0,250,31,10000,7000,740,1,0
Application_471822932,1,25000,254.56,120,25000,25000,878,0,0
Application_472043324,1,10082,220.87,78,10000,15000,1027,0,0
Application_472301327,1,65000,795.97,96,65000,65000,881,0,1
Application_472649500,1,5000,98.8,59,5000,5000,1089,0,0
Application_472770940,1,10000,300.07,36,10000,10000,1080,0,0
Application_472820667,1,7000,519.96,14,7000,7000,995,0,0
Application_473724297,1,0,150,100,0,12000,0,0,0
Application_47379713,1,6000,120.3,58,6000,6000,0,0,0
Application_47407194,1,10000,150.8,78,10000,10000,984,0,0
Application_474153104,1,1199,98.1,74,6000,6000,0,0,0
Application_474380883,0,7300,150,56,7250,7300,965,0,0
Application_474390990,1,0,200,82,0,13600,812,0,0
Application_474433009,1,22000,278.75,95,22000,22000,777,0,0
Application_474877479,1,0,150,122,15000,14000,887,1,0
Application_474961610,1,2918,184.94,120,18000,18000,919,0,0
Application_474964902,1,2009,106.46,120,0,10000,754,0,0
Application_474967319,1,10000,344.89,31,10000,10000,967,0,0
Application_475334390,1,15000,174.51,103,15000,15000,922,0,0
Application_475362362,1,10000,400,56,20000,20000,903,0,1
Application_475848616,1,12000,180.96,78,12000,12000,988,0,0
Application_476036438,1,25000,461.78,60,23000,25000,973,0,0
Application_476285944,0,0,150,37,5000,5000,892,0,0
Application_476640539,0,6500,198.67,36,6500,6500,766,0,0
Application_476831528,1,26545,495.72,81,0,35000,986,0,0
Application_477271334,1,6700,243.15,30,6700,6700,973,0,0
Application_477310662,1,11000,207.99,60,11000,11000,979,0,0
Application_477558940,0,10000,147.62,80,10000,10000,0,0,0
Application_477598161,1,0,400,126,40000,40000,0,0,0
Application_477865802,1,0,407.29,120,40000,40000,832,0,1
Application_4781414,0,16000,366.97,48,16000,16000,606,0,0
Application_478290782,1,25600,260.67,120,0,25600,974,0,0
Application_478366268,1,6150,519.29,120,51000,51000,0,0,0
Application_478367813,1,3369,497.05,70,31000,30880,0,1,0
Application_47882237,1,45000,458.2,120,45000,45000,0,0,0
Application_478912915,1,20000,200,127,20000,20000,896,0,0
Application_478992615,1,0,73,138,5000,7300,850,0,0
Application_479355477,1,1000,300,78,20000,20000,786,0,1
Application_479443453,0,0,211,127,0,21100,0,0,0
Application_479452628,0,5000,56.3,120,5000,5000,0,0,0
Application_479471403,1,9847,509.11,120,50000,50000,964,0,0
Application_480070910,1,45000,458.2,120,0,45000,878,0,0
Application_480158544,0,5000,222.31,24,5000,5000,601,0,0
Application_480341343,1,5000,225,127,22500,22500,0,0,0
Application_480749845,1,20000,205.49,120,0,20000,1054,0,0
Application_480898669,1,43.54,199.89,109,0,18000,861,0,0
Application_481060211,1,5000,525,74,33500,33500,862,0,0
Application_481100486,0,4500,125,134,12500,12500,752,0,0
Application_481145471,1,7964,439.07,24,10000,10000,1093,0,0
Application_481328324,1,10250,164.39,120,25000,16000,752,1,1
Application_481486274,1,12500,102.51,180,12500,12500,1003,0,0
Application_481853358,1,2546,204.86,120,0,19500,0,0,0
Application_481948188,0,5000,152.82,36,5000,5000,0,0,0
Application_482826356,1,5000,165.45,33,5000,5000,835,0,0
Application_483660708,1,5000,199.14,27,5000,5000,1107,0,0
Application_483759696,1,47499,546.57,110,50000,50000,826,0,0
Application_48378078,1,30000,305.47,120,30000,30000,1025,0,0
Application_483785645,1,0,200,127,0,20000,0,0,0
Application_484086279,0,0,350,126,40000,35000,0,1,0
Application_484138762,1,25000,254.56,120,25000,25000,850,0,0
Application_484277152,0,7000,78.82,120,7000,7000,0,0,0
Application_484278024,0,1000,550,14,7000,7000,0,0,0
Application_484287260,0,0,150,37,5000,5000,836,0,0
Application_484462466,1,0,100,58,5000,5000,836,0,0
Application_484552663,1,0,200,71,12000,12000,967,0,0
Application_484731490,1,35000,356.38,120,35000,35000,921,0,0
Application_484847639,1,5000,97.4,60,5000,5000,860,0,0
Application_484867859,0,6000,75.61,103,5000,6000,694,0,1
Application_485040507,0,50000,509.11,120,50000,50000,964,0,0
Application_485042805,1,15000,150,127,15000,15000,991,0,0
Application_485127895,1,5212,376.69,77,25000,25000,841,0,0
Application_485890621,1,10000,234.56,48,10000,10000,831,0,0
Application_485940681,1,482,532.59,80,0,37200,891,0,0
Application_485953654,1,5000,59.99,110,5000,5000,918,0,0
Application_485970534,1,0,200,123,17000,19500,714,0,0
Application_48606429,1,28714,432.75,120,37500,42500,1064,0,1
Application_486640310,1,20000,1288.54,16,20000,20000,1006,0,0
Application_486802105,1,2668,230.66,48,0,10000,901,0,0
Application_486893733,1,5000,97.4,60,5000,5000,1039,0,0
Application_486986234,1,10000,200.95,56,10000,10000,771,0,0
Application_487009581,1,6000,100.33,72,6000,6000,1037,0,0
Application_487063221,1,8000,400,56,20000,20000,0,0,0
Application_487342216,1,20000,394.93,56,20000,20000,930,0,0
Application_487544747,1,20000,205.49,120,20000,20000,907,0,0
Application_487839283,1,5201,260.67,120,29000,25600,897,1,1
Application_488035660,1,20331,498.63,94,40000,40000,854,0,0
Application_488063987,1,11500,217.44,60,11500,11500,992,0,0
Application_488168581,1,8480,111.78,120,10500,10500,943,0,0
Application_488224440,1,19497.1,313.67,115,29000,29000,855,0,0
Application_488434326,0,0,248.89,95,20000,20000,0,0,0
Application_488496337,0,0,200,89,0,15000,0,0,0
Application_48850720,0,27500,280.01,120,27500,27500,0,0,0
Application_488589945,1,0,300,126,30000,30000,0,0,0
Application_488809742,1,0,440,56,22000,22000,936,0,0
Application_489032208,0,7500,157.59,120,15000,15000,663,0,0
Application_489389643,0,0,120,47,5000,5000,949,0,0
Application_490151373,1,10000,200.95,56,10000,10000,943,0,0
Application_490219823,1,7000,165.4,48,7000,7000,1048,0,0
Application_490476529,1,0,200,127,20000,20000,0,0,0
Application_491093904,1,35000,356.38,120,35000,35000,1025,0,0
Application_491837295,1,45500,339.33,180,45500,45500,981,0,0
Application_491870428,0,211,319.72,120,20000,31400,0,0,0
Application_492024560,1,12500,288.32,48,12500,12500,889,0,0
Application_492072718,1,0,330,126,0,33000,751,0,1
Application_492153271,1,8500,200.85,48,8500,8500,0,0,0
Application_492438718,0,10000,250,69,0,15000,895,0,0
Application_492470670,0,5000,250,126,25000,25000,736,0,0
Application_493036402,1,5069,268.11,87,0,20000,938,0,0
Application_493293481,1,3377,220.62,120,21000,21000,874,0,0
Application_493454003,1,25000,349.81,84,25000,25000,960,0,0
Application_493812399,1,45000,470.67,120,45000,45000,918,0,0
Application_493974108,0,806.65,298.85,68,20000,18000,672,1,0
Application_49420191,1,20000,264.99,90,20000,20000,704,0,0
Application_494333708,1,35000,356.38,120,35000,35000,945,0,0
Application_494354590,1,893.27,56.3,120,0,5000,0,0,0
Application_494769990,0,5000,56.3,120,5000,5000,762,0,1
Application_494772907,1,200,50,138,5000,5000,0,0,0
Application_494802812,1,0,150,127,15000,15000,902,0,0
Application_494960481,1,10000,300.07,36,10000,10000,743,0,0
Application_495074860,1,0,350,126,35000,35000,0,0,0
Application_495083838,1,25000,254.56,120,25000,25000,1011,0,0
Application_495312306,1,25000,261.48,120,25000,25000,974,0,0
Application_496016240,1,16000,296.93,60,16000,16000,969,0,0
Application_496050212,1,10000,300.07,36,10000,10000,929,0,0
Application_496068218,1,15000,250,69,15000,15000,959,0,0
Application_496150190,1,15000,154.11,120,15000,15000,1000,0,0
Application_496263238,1,66,439.19,84,32000,32000,986,0,0
Application_496532501,0,0,250,126,25000,25000,808,0,0
Application_496584186,1,10000,200.01,57,10000,10000,950,0,0
Application_496626090,0,3000,150,127,15000,15000,0,0,0
Application_496769388,1,5000,200,57,10000,10000,1114,0,0
Application_49709352,1,6283,298.93,78,20000,20000,853,0,0
Application_497222046,1,72,325.82,56,16500,16500,888,0,1
Application_497474417,1,0,300,126,30000,30000,0,0,0
Application_498148579,1,15000,296.2,56,25000,15000,835,1,0
Application_498361333,1,5000,64.43,100,5000,5000,0,0,0
Application_498556066,1,18598.99,205.49,120,25000,20000,809,1,1
Application_498594805,1,10000,200.95,56,10000,10000,816,0,0
Application_498714194,1,10000,189.08,60,10000,10000,819,0,0
Application_498842585,1,15000,154.11,120,15000,15000,869,0,0
Application_498927525,1,7500,646.58,12,7500,7500,1004,0,0
Application_49910506,1,5445.54,442.07,50,20000,20000,725,0,0
Application_499173053,1,5000,118.15,48,5000,5000,943,0,1
Application_500423235,0,0,738.85,60,40000,40000,0,0,0
Application_500570899,1,8000,600,126,60000,60000,0,0,0
Application_500715882,1,25000,702.89,38,25000,25000,923,0,0
Application_500740124,0,0,250,45,10000,10000,1064,0,0
Application_500901648,1,1525,386.23,48,17000,17000,735,0,0
Application_501149449,1,2700,548.88,19,10000,10000,778,0,0
Application_501417923,1,8000,196.26,46,8000,8000,1039,0,0
Application_501431890,1,0,300,126,30000,30000,0,0,0
Application_501528411,0,223.32,381.83,120,37500,37500,799,0,0
Application_501760176,0,10000,249.58,44,10000,10000,758,0,0
Application_501818365,0,10000,313.78,120,30000,30000,763,0,0
Application_501880267,1,0,200,127,20000,20000,1037,0,0
Application_502039945,0,30000,305.47,120,30000,30000,0,0,0
Application_502223690,0,15000,653.47,24,15000,15000,931,0,0
Application_502308903,1,18000,184.94,120,18000,18000,912,0,0
Application_502394746,1,23000,346.39,76,23000,23000,970,0,0
Application_502445452,1,5000,97.4,60,5000,5000,838,0,0
Application_50247804,0,435,295.29,120,29000,29000,619,0,0
Application_502634987,1,3000,200,127,20000,20000,0,0,0
Application_502650633,1,0,100,72,6000,6000,0,0,0
Application_502730302,1,11114.17,739.45,36,24000,25000,878,0,0
Application_502856537,0,5547,277.92,50,5500,12500,0,0,0
Application_503029520,1,7000,194.52,40,7000,7000,763,0,0
Application_503186233,1,35000,356.38,120,35000,35000,864,0,0
Application_503299627,1,19000,796.03,25,19000,19000,804,0,1
Application_503317286,0,10000,200.95,56,1.00E+05,10000,817,1,0
Application_503463647,1,97.56,200.35,120,0,19500,925,0,0
Application_503618101,0,2942.49,154.11,120,0,15000,0,0,0
Application_503736280,1,5000,100.25,58,5000,5000,947,0,0
Application_503767468,0,0,400,126,39000,40000,0,0,0
Application_503771129,0,5732.89,154.11,120,15000,15000,666,0,0
Application_503826692,1,55000,1015.92,60,55000,55000,903,0,0
Application_503919356,1,5000,97.4,60,5000,5000,0,0,0
Application_503954743,1,2500,175,127,0,17500,883,0,0
Application_503966930,0,0,360,126,36000,36000,0,0,0
Application_504105747,1,4641,157.59,120,15000,15000,917,0,0
Application_504620785,1,2675,960.51,60,55000,52000,801,1,0
Application_504815194,1,12500,175,105,13950,15000,894,0,0
Application_504905109,1,15000,278.38,60,15000,15000,941,0,0
Application_505063978,1,1438,349,105,30000,30000,929,0,0
Application_505320824,1,10000,250,126,15000,25000,979,0,0
Application_505730040,1,1000,100,58,5000,5000,0,0,0
Application_505906578,1,29137,502.02,67,30000,30000,1012,0,0
Application_506061435,1,7959,532.74,47,0,23000,790,0,0
Application_506131561,1,27000,209.28,180,27000,27000,1003,0,0
Application_50620498,1,0,100.25,58,5000,5000,0,0,0
Application_506252329,1,20000,249.11,97,20000,20000,938,0,0
Application_506387829,1,15000,278.38,60,15000,15000,984,0,1
Application_506541958,1,2500,250,69,15000,15000,929,0,0
Application_506650696,1,25000,491.5,56,25000,25000,964,0,0
Application_506741540,1,5000,103.32,56,0,5000,895,0,0
Application_506745247,1,7519,201.08,87,15000,15000,1006,0,0
Application_507010448,1,35000,356.38,120,35000,35000,960,0,0
Application_507014766,1,165.98,518.07,77,0,35000,959,0,0
Application_50702087,1,15000,207.21,84,0,15000,907,0,0
Application_507120141,1,15000,150,127,15000,15000,964,0,0
Application_507395971,1,0,254.56,120,25000,25000,897,0,0
Application_507407678,1,15,323.29,39,11514,11600,995,0,1
Application_507436089,1,15000,301.06,55,15000,15000,0,0,0
Application_507645472,1,902,203.72,38,10000,7000,1018,1,0
Application_507899419,1,5205,356.38,120,35000,35000,864,0,0
Application_508330970,0,5000,431.05,12,5000,5000,0,0,0
Application_508396198,1,15000,154.11,120,15000,15000,857,0,0
Application_508750310,1,0,575.31,38,20400,20400,805,0,0
Application_50891785,1,0,150,58,0,7500,0,0,0
Application_509086914,1,22044,399.65,77,22000,27000,912,0,0
Application_509444637,1,5000,152.82,36,5000,5000,906,0,0
Application_509763524,1,0,284.19,72,18000,18000,796,0,1
Application_509929372,1,82,267.44,36,10000,8750,785,1,1
Application_510934609,1,2000,150,111,0,13000,0,0,0
Application_511027380,0,18500,548.78,36,20000,18500,0,1,0
Application_511296196,1,12000,279.39,48,20000,12000,732,1,1
Application_511344151,1,10220,205.49,120,20000,20000,867,0,0
Application_511609780,0,0,125,75,5000,7800,0,0,0
Application_51211619,1,25000,254.56,120,25000,25000,985,0,0
Application_512143990,1,7000,136.35,60,7000,7000,923,0,1
Application_51216654,1,0,179.8,120,17500,17500,937,0,1
Application_512338381,0,10000,249.58,44,10000,10000,773,0,0
Application_513242596,1,15000,278.38,60,15000,15000,922,0,0
Application_513506293,1,2165,531.97,60,27000,28800,899,0,0
Application_513583760,1,25000,461.78,60,25000,25000,958,0,1
Application_513923819,1,17500,249.41,81,17500,17500,829,0,0
Application_514138804,0,0,500,44,20000,20000,0,0,0
Application_514153976,1,6467,264.74,120,26000,26000,838,0,0
Application_514188020,1,20000,408.14,54,20000,20000,1019,0,0
Application_51423639,1,1099.43,229.53,60,14000,12000,735,1,0
Application_514243928,1,0,400,56,0,20000,1085,0,0
Application_514416902,0,4928,265.39,114,0,25000,751,0,0
Application_514742953,1,12000,127.75,120,12000,12000,903,0,0
Application_51479502,1,130,200.63,50,8800,8800,713,0,0
Application_514963651,1,3225.9,305.47,120,30000,30000,938,0,0
Application_515101580,1,9000,499,19,9000,9000,1033,0,0
Application_515201459,1,0,100,94,7500,7500,920,0,0
Application_515490930,1,75000,1498.81,55,75000,75000,963,0,1
Application_516260428,0,8000,80,138,8000,8000,0,0,0
Application_516418172,1,5000,97.4,60,5000,5000,993,0,0
Application_516854571,1,2774,207.21,84,25000,15000,709,1,0
Application_517198185,1,18000,334.05,60,18000,18000,829,0,0
Application_517407368,0,5600,248.99,24,6000,5600,780,1,1
Application_518046087,1,0,50,138,5000,5000,770,0,0
Application_518112881,1,1400,500,126,45000,50000,0,0,0
Application_518380108,1,10000,123.86,99,10000,10000,1030,0,0
Application_519214643,1,12000,154.11,120,15000,15000,0,0,0
Application_519262625,1,0,500,126,50000,50000,922,0,0
Application_519522134,1,10000,191.27,60,10000,10000,1091,0,0
Application_519731897,1,764,683.44,60,0,37000,899,0,0
Application_519742675,0,20000,394.93,56,20000,20000,934,0,0
Application_519848763,1,24500,251.72,120,24500,24500,904,0,0
Application_519957138,1,5000,152.82,36,5000,5000,708,0,0
Application_519991665,1,442.45,298.85,68,17000,18000,928,0,0
Application_519995731,1,7896.4,251.1,105,7000,21500,873,0,0
Application_520194586,0,8787,299.85,48,13000,13000,0,0,0
Application_520506247,1,10000,106.46,120,10000,10000,906,0,0
Application_520558490,1,5000,180.6,30,5000,5000,894,0,0
Application_520779684,1,12500,136.01,120,12500,12500,978,0,0
Application_521099293,1,13,670.45,41,26067,25600,790,1,0
Application_521107323,1,0,168.09,120,16000,16000,923,0,0
Application_521305631,1,1346,193.71,72,12000,12000,927,0,0
Application_521346447,1,190,278.38,60,15000,15000,973,0,0
Application_521686635,1,0,350,84,25000,25000,717,0,0
Application_521705463,1,0,150,127,15000,15000,927,0,0
Application_521733206,0,15000,249.04,68,15000,15000,0,0,0
Application_522420767,1,3323,122.66,46,5000,5000,905,0,0
Application_522443860,1,236,154.11,120,15000,15000,804,0,1
Application_522530819,1,6550,664.97,60,36000,36000,0,0,0
Application_522532156,1,2193,108.81,120,0,10000,949,0,0
Application_52302394,1,2000,200,57,10000,10000,727,0,0
Application_523131122,1,10000,189.08,60,10000,10000,875,0,0
Application_523386037,1,0,600,56,30000,30000,846,0,0
Application_52363471,1,10355,176.22,113,16000,16000,789,0,0
Application_523710429,1,0,200,67,11500,11500,0,0,0
Application_523899749,1,7768.73,287.63,120,27500,27500,1034,0,0
Application_524059677,1,8750,170.44,60,8750,8750,743,0,0
Application_524222990,1,0,300,56,15000,15000,893,0,0
Application_524679066,0,5102,386.99,120,37000,37000,854,0,0
